000519	000519	中兵红箭	7.57	0.00	0	8.33	6.81	1392558982	932647561	1	0.01	19931007		000519	000519	0.00	N	0		0	0	0	0	0		69210112	0	
000520	000520	长航凤凰	4.27	0.00	0	4.70	3.84	1012083455	1012083455	1	0.01	19931025		000520	000520	0.00	N	0		0	0	0	0	0		69210112	0	
000521	000521	长虹美菱	3.32	0.00	0	3.65	2.99	1044597881	872090413	1	0.01	19931018		000521	000521	0.00	N	0		0	0	0	0	0		69210112	0	
000523	000523	广州浪奇	7.36	0.00	0	8.10	6.62	627533125	626903116	1	0.01	19931108		000523	000523	0.00	N	0		0	0	0	0	0		69210112	0	
000524	000524	岭南控股	7.27	0.00	0	8.00	6.54	670208597	272301442	1	0.01	19931118		000524	000524	0.00	N	0		0	0	0	0	0		69210112	0	
000525	000525	红 太 阳	9.90	0.00	0	10.89	8.91	580772873	574398865	1	0.01	19931028		000525	000525	0.00	N	0		0	0	0	0	0		69210112	0	
000526	000526	紫光学大	30.99	0.00	0	34.09	27.89	96195107	96195107	1	0.01	19931101		000526	000526	0.00	N	0		0	0	0	0	0		69210112	0	
000528	000528	柳 工	6.54	0.00	0	7.19	5.89	1476111376	1462622772	1	0.01	19931118		000528	000528	0.00	N	0		0	0	0	0	0		69210112	0	
000529	000529	广弘控股	6.61	0.00	0	7.27	5.95	583790330	569884377	1	0.01	19931118		000529	000529	0.00	N	0		0	0	0	0	0		69210112	0	
000530	000530	大冷股份	3.84	0.00	0	4.22	3.46	843212507	597747977	1	0.01	19931208		000530	000530	0.00	N	0		0	0	0	0	0		69210112	0	
000531	000531	穗恒运Ａ	6.64	0.00	0	7.30	5.98	685082820	685082820	1	0.01	19940106		000531	000531	0.00	N	0		0	0	0	0	0		69210112	0	
000532	000532	华金资本	11.26	0.00	0	12.39	10.13	344708340	343483446	1	0.01	19940103		000532	000532	0.00	N	0		0	0	0	0	0		69210112	0	
000533	000533	顺钠股份	2.73	0.00	0	3.00	2.46	690816000	684902400	1	0.01	19940103		000533	000533	0.00	N	0		0	0	0	0	0		69210112	0	
000534	000534	万泽股份	9.06	0.00	0	9.97	8.15	491785096	491375657	1	0.01	19940110		000534	000534	0.00	N	0		0	0	0	0	0		69210112	0	
000536	000536	华映科技	2.90	0.00	0	3.19	2.61	2766032803	2763081622	1	0.01	20020628		000536	000536	0.00	N	0		0	0	0	0	0		69210112	0	
000537	000537	广宇发展	7.77	0.00	0	8.55	6.99	1862520720	405945814	1	0.01	19931210		000537	000537	0.00	N	0		0	0	0	0	0		69210112	0	
